grupa_wiekowa;plec;wojewodztwo_pacjenta;wojewodztwo_placowki;znacznik_czasu;procedura_icd9;liczba_procedur;liczba_pacjentow
19-65;M;lubuskie;³ódzkie;283;88.721;<5;<5
19-65;M;lubuskie;³ódzkie;283;89.522;<5;<5
19-65;M;lubuskie;³ódzkie;285;88.721;<5;<5
19-65;M;lubuskie;³ódzkie;285;89.522;<5;<5
19-65;M;lubuskie;³ódzkie;286;88.721;<5;<5
19-65;M;lubuskie;³ódzkie;289;88.721;<5;<5
19-65;M;lubuskie;³ódzkie;289;89.522;<5;<5
19-65;M;lubuskie;lubelskie;281;89.522;<5;<5
19-65;M;lubuskie;lubelskie;283;89.522;<5;<5
19-65;M;lubuskie;lubuskie;277;36.04;<5;<5
19-65;M;lubuskie;lubuskie;277;89.41;<5;<5
19-65;M;lubuskie;lubuskie;277;89.43;<5;<5
19-65;M;lubuskie;lubuskie;278;89.41;<5;<5
19-65;M;lubuskie;lubuskie;278;89.43;<5;<5
19-65;M;lubuskie;lubuskie;278;89.501;<5;<5
19-65;M;lubuskie;lubuskie;278;89.502;<5;<5
19-65;M;lubuskie;lubuskie;279;89.41;<5;<5
19-65;M;lubuskie;lubuskie;279;89.501;<5;<5
19-65;M;lubuskie;lubuskie;279;89.502;<5;<5
19-65;M;lubuskie;lubuskie;280;89.502;<5;<5
19-65;M;lubuskie;lubuskie;281;36.070;<5;<5
19-65;M;lubuskie;lubuskie;281;89.43;<5;<5
19-65;M;lubuskie;lubuskie;281;89.501;<5;<5
19-65;M;lubuskie;lubuskie;281;89.502;<5;<5
19-65;M;lubuskie;lubuskie;282;36.070;<5;<5
19-65;M;lubuskie;lubuskie;282;89.41;<5;<5
19-65;M;lubuskie;lubuskie;282;89.501;<5;<5
19-65;M;lubuskie;lubuskie;282;89.502;<5;<5
19-65;M;lubuskie;lubuskie;283;36.070;<5;<5
19-65;M;lubuskie;lubuskie;283;89.501;<5;<5
19-65;M;lubuskie;lubuskie;284;36.070;<5;<5
19-65;M;lubuskie;lubuskie;284;89.41;<5;<5
19-65;M;lubuskie;lubuskie;284;89.43;<5;<5
19-65;M;lubuskie;lubuskie;284;89.501;<5;<5
19-65;M;lubuskie;lubuskie;285;36.070;<5;<5
19-65;M;lubuskie;lubuskie;285;36.11;<5;<5
19-65;M;lubuskie;lubuskie;285;36.15;<5;<5
19-65;M;lubuskie;lubuskie;285;89.41;<5;<5
19-65;M;lubuskie;lubuskie;285;89.501;<5;<5
19-65;M;lubuskie;lubuskie;286;36.070;<5;<5
19-65;M;lubuskie;lubuskie;286;89.41;<5;<5
19-65;M;lubuskie;lubuskie;286;89.501;<5;<5
19-65;M;lubuskie;lubuskie;287;36.13;<5;<5
19-65;M;lubuskie;lubuskie;287;36.15;<5;<5
19-65;M;lubuskie;lubuskie;287;89.41;<5;<5
19-65;M;lubuskie;lubuskie;287;89.501;<5;<5
19-65;M;lubuskie;lubuskie;288;36.072;<5;<5
19-65;M;lubuskie;lubuskie;288;36.12;<5;<5
19-65;M;lubuskie;lubuskie;288;36.15;<5;<5
19-65;M;lubuskie;lubuskie;288;36.16;<5;<5
19-65;M;lubuskie;lubuskie;288;37.83;<5;<5
19-65;M;lubuskie;lubuskie;288;89.501;<5;<5
19-65;M;lubuskie;lubuskie;289;36.070;<5;<5
19-65;M;lubuskie;lubuskie;289;36.071;<5;<5
19-65;M;lubuskie;lubuskie;289;89.43;<5;<5
19-65;M;lubuskie;lubuskie;289;89.501;<5;<5
19-65;M;lubuskie;mazowieckie;280;89.522;<5;<5
19-65;M;lubuskie;mazowieckie;284;89.522;<5;<5
19-65;M;lubuskie;œl¹skie;280;88.721;<5;<5
19-65;M;lubuskie;œl¹skie;280;89.522;<5;<5
19-65;M;lubuskie;œl¹skie;286;88.721;<5;<5
19-65;M;lubuskie;œl¹skie;286;89.522;<5;<5
19-65;M;lubuskie;œl¹skie;288;88.721;<5;<5
19-65;M;lubuskie;œl¹skie;288;89.522;<5;<5
19-65;M;lubuskie;œl¹skie;289;88.721;<5;<5
19-65;M;lubuskie;œl¹skie;289;89.522;<5;<5
19-65;M;lubuskie;wielkopolskie;276;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;276;89.502;<5;<5
19-65;M;lubuskie;wielkopolskie;277;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;277;89.41;<5;<5
19-65;M;lubuskie;wielkopolskie;278;37.83;<5;<5
19-65;M;lubuskie;wielkopolskie;278;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;278;89.522;<5;<5
19-65;M;lubuskie;wielkopolskie;279;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;280;36.070;<5;<5
19-65;M;lubuskie;wielkopolskie;281;37.947;<5;<5
19-65;M;lubuskie;wielkopolskie;282;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;282;89.522;<5;<5
19-65;M;lubuskie;wielkopolskie;283;36.071;<5;<5
19-65;M;lubuskie;wielkopolskie;283;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;284;89.41;<5;<5
19-65;M;lubuskie;wielkopolskie;285;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;286;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;287;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;287;89.502;<5;<5
19-65;M;lubuskie;wielkopolskie;288;88.721;<5;<5
19-65;M;lubuskie;wielkopolskie;289;88.721;<5;<5
19-65;M;lubuskie;zachodniopomorskie;280;89.522;<5;<5
19-65;M;lubuskie;zachodniopomorskie;281;89.522;<5;<5
19-65;M;lubuskie;zachodniopomorskie;283;88.721;<5;<5
19-65;M;lubuskie;zachodniopomorskie;284;36.070;<5;<5
19-65;M;lubuskie;zachodniopomorskie;284;88.721;<5;<5
19-65;M;lubuskie;zachodniopomorskie;284;89.522;<5;<5
19-65;M;lubuskie;zachodniopomorskie;285;88.721;<5;<5
19-65;M;lubuskie;zachodniopomorskie;285;89.522;<5;<5
19-65;M;lubuskie;zachodniopomorskie;286;88.721;<5;<5
19-65;M;lubuskie;zachodniopomorskie;286;89.502;<5;<5
19-65;M;lubuskie;zachodniopomorskie;286;89.522;<5;<5
19-65;M;lubuskie;zachodniopomorskie;287;88.721;<5;<5
19-65;M;lubuskie;zachodniopomorskie;288;88.721;<5;<5
19-65;M;lubuskie;;276;88.721;<5;<5
19-65;M;lubuskie;;278;89.41;<5;<5
19-65;M;lubuskie;;280;88.721;<5;<5
19-65;M;lubuskie;;281;89.41;<5;<5
19-65;M;lubuskie;;284;88.721;<5;<5
19-65;M;lubuskie;;284;89.41;<5;<5
19-65;M;lubuskie;;285;88.721;<5;<5
19-65;M;lubuskie;;285;89.41;<5;<5
19-65;M;lubuskie;;286;88.721;<5;<5
19-65;M;lubuskie;;286;89.41;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;282;88.721;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;283;89.522;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;284;88.721;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;284;89.522;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;286;88.721;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;288;88.721;<5;<5
19-65;M;ma³opolskie;dolnoœl¹skie;288;89.522;<5;<5
19-65;M;ma³opolskie;³ódzkie;276;89.522;<5;<5
19-65;M;ma³opolskie;³ódzkie;280;89.522;<5;<5
19-65;M;ma³opolskie;³ódzkie;281;88.721;<5;<5
19-65;M;ma³opolskie;³ódzkie;283;88.721;<5;<5
19-65;M;ma³opolskie;³ódzkie;283;89.522;<5;<5
19-65;M;ma³opolskie;³ódzkie;289;89.522;<5;<5
19-65;M;ma³opolskie;lubelskie;280;89.522;<5;<5
19-65;M;ma³opolskie;ma³opolskie;276;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;276;36.072;<5;<5
19-65;M;ma³opolskie;ma³opolskie;276;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;276;89.501;<5;<5
19-65;M;ma³opolskie;ma³opolskie;277;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;278;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;278;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;278;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;278;89.501;<5;<5
19-65;M;ma³opolskie;ma³opolskie;279;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;279;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;280;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;281;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;282;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;282;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;282;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;283;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;283;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;283;37.947;<5;<5
19-65;M;ma³opolskie;ma³opolskie;283;89.43;<5;<5
19-65;M;ma³opolskie;ma³opolskie;284;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;285;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;285;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;285;36.073;<5;<5
19-65;M;ma³opolskie;ma³opolskie;285;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;285;89.43;<5;<5
19-65;M;ma³opolskie;ma³opolskie;286;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;286;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;287;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;287;89.41;<5;<5
19-65;M;ma³opolskie;ma³opolskie;288;36.071;<5;<5
19-65;M;ma³opolskie;ma³opolskie;288;37.82;<5;<5
19-65;M;ma³opolskie;ma³opolskie;288;37.947;<5;<5
19-65;M;ma³opolskie;ma³opolskie;289;36.070;<5;<5
19-65;M;ma³opolskie;ma³opolskie;289;36.071;<5;<5
19-65;M;ma³opolskie;mazowieckie;277;88.721;<5;<5
19-65;M;ma³opolskie;mazowieckie;277;89.522;<5;<5
19-65;M;ma³opolskie;mazowieckie;280;89.522;<5;<5
19-65;M;ma³opolskie;mazowieckie;287;88.721;<5;<5
19-65;M;ma³opolskie;mazowieckie;287;89.522;<5;<5
19-65;M;ma³opolskie;podkarpackie;279;36.071;<5;<5
19-65;M;ma³opolskie;podkarpackie;279;88.721;<5;<5
19-65;M;ma³opolskie;podkarpackie;279;89.522;<5;<5
19-65;M;ma³opolskie;podkarpackie;280;88.721;<5;<5
19-65;M;ma³opolskie;podkarpackie;280;89.522;<5;<5
19-65;M;ma³opolskie;podkarpackie;282;89.522;<5;<5
19-65;M;ma³opolskie;podkarpackie;283;88.721;<5;<5
19-65;M;ma³opolskie;podkarpackie;283;89.502;<5;<5
19-65;M;ma³opolskie;podkarpackie;287;88.721;<5;<5
19-65;M;ma³opolskie;podkarpackie;287;89.522;<5;<5
19-65;M;ma³opolskie;podkarpackie;288;89.502;<5;<5
19-65;M;ma³opolskie;pomorskie;286;88.721;<5;<5
19-65;M;ma³opolskie;pomorskie;286;89.501;<5;<5
19-65;M;ma³opolskie;pomorskie;286;89.502;<5;<5
19-65;M;ma³opolskie;œl¹skie;277;36.070;<5;<5
19-65;M;ma³opolskie;œl¹skie;277;89.502;<5;<5
19-65;M;ma³opolskie;œl¹skie;278;89.41;<5;<5
19-65;M;ma³opolskie;œl¹skie;279;89.41;<5;<5
19-65;M;ma³opolskie;œl¹skie;279;89.501;<5;<5
19-65;M;ma³opolskie;œl¹skie;280;36.11;<5;<5
19-65;M;ma³opolskie;œl¹skie;280;89.41;<5;<5
19-65;M;ma³opolskie;œl¹skie;281;89.501;<5;<5
19-65;M;ma³opolskie;œl¹skie;282;89.501;<5;<5
19-65;M;ma³opolskie;œl¹skie;283;89.41;<5;<5
19-65;M;ma³opolskie;œl¹skie;283;89.502;<5;<5
19-65;M;ma³opolskie;œl¹skie;284;36.070;<5;<5
19-65;M;ma³opolskie;œl¹skie;285;89.501;<5;<5
19-65;M;ma³opolskie;œl¹skie;285;89.502;<5;<5
19-65;M;ma³opolskie;œl¹skie;286;89.501;<5;<5
19-65;M;ma³opolskie;œl¹skie;287;36.071;<5;<5
19-65;M;ma³opolskie;œl¹skie;288;36.070;<5;<5
19-65;M;ma³opolskie;œl¹skie;288;36.12;<5;<5
19-65;M;ma³opolskie;œl¹skie;289;36.12;<5;<5
19-65;M;ma³opolskie;œl¹skie;289;36.15;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;278;89.522;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;279;89.522;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;280;89.522;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;284;88.721;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;284;89.522;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;286;89.522;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;287;89.522;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;289;88.721;<5;<5
19-65;M;ma³opolskie;œwiêtokrzyskie;289;89.522;<5;<5
19-65;M;ma³opolskie;;276;88.721;<5;<5
19-65;M;ma³opolskie;;277;88.721;<5;<5
19-65;M;ma³opolskie;;278;88.721;<5;<5
19-65;M;ma³opolskie;;279;88.721;<5;<5
19-65;M;ma³opolskie;;280;88.721;<5;<5
19-65;M;ma³opolskie;;281;88.721;<5;<5
19-65;M;ma³opolskie;;283;88.721;<5;<5
19-65;M;ma³opolskie;;284;88.721;<5;<5
19-65;M;ma³opolskie;;284;89.41;<5;<5
19-65;M;ma³opolskie;;285;88.721;<5;<5
19-65;M;ma³opolskie;;286;88.721;<5;<5
19-65;M;ma³opolskie;;287;88.721;<5;<5
19-65;M;ma³opolskie;;287;89.41;<5;<5
19-65;M;ma³opolskie;;287;89.502;<5;<5
19-65;M;ma³opolskie;;288;88.721;<5;<5
19-65;M;ma³opolskie;;289;88.721;<5;<5
19-65;M;ma³opolskie;;289;89.502;<5;<5
19-65;M;mazowieckie;dolnoœl¹skie;281;89.522;<5;<5
19-65;M;mazowieckie;dolnoœl¹skie;284;88.721;<5;<5
19-65;M;mazowieckie;dolnoœl¹skie;284;89.522;<5;<5
19-65;M;mazowieckie;dolnoœl¹skie;287;88.721;<5;<5
19-65;M;mazowieckie;dolnoœl¹skie;288;88.721;<5;<5
19-65;M;mazowieckie;dolnoœl¹skie;288;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;278;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;278;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;280;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;280;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;281;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;281;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;282;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;282;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;284;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;285;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;287;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;288;88.721;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;288;89.522;<5;<5
19-65;M;mazowieckie;kujawsko-pomorskie;289;89.502;<5;<5
19-65;M;mazowieckie;³ódzkie;276;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;276;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;278;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;278;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;279;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;279;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;280;36.070;<5;<5
19-65;M;mazowieckie;³ódzkie;280;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;280;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;281;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;281;89.501;<5;<5
19-65;M;mazowieckie;³ódzkie;281;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;282;36.071;<5;<5
19-65;M;mazowieckie;³ódzkie;282;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;283;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;283;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;284;36.070;<5;<5
19-65;M;mazowieckie;³ódzkie;285;36.070;<5;<5
19-65;M;mazowieckie;³ódzkie;285;36.071;<5;<5
19-65;M;mazowieckie;³ódzkie;286;36.071;<5;<5
19-65;M;mazowieckie;³ódzkie;286;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;287;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;288;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;288;89.522;<5;<5
19-65;M;mazowieckie;³ódzkie;289;88.721;<5;<5
19-65;M;mazowieckie;³ódzkie;289;89.41;<5;<5
19-65;M;mazowieckie;³ódzkie;289;89.502;<5;<5
19-65;M;mazowieckie;³ódzkie;289;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;277;36.070;<5;<5
19-65;M;mazowieckie;lubelskie;277;89.501;<5;<5
19-65;M;mazowieckie;lubelskie;277;89.502;<5;<5
19-65;M;mazowieckie;lubelskie;277;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;278;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;280;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;282;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;283;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;284;88.721;<5;<5
19-65;M;mazowieckie;lubelskie;284;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;285;88.721;<5;<5
19-65;M;mazowieckie;lubelskie;286;88.721;<5;<5
19-65;M;mazowieckie;lubelskie;286;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;287;89.502;<5;<5
19-65;M;mazowieckie;lubelskie;287;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;288;89.522;<5;<5
19-65;M;mazowieckie;lubelskie;289;36.070;<5;<5
19-65;M;mazowieckie;lubelskie;289;88.721;<5;<5
19-65;M;mazowieckie;lubelskie;289;89.522;<5;<5
19-65;M;mazowieckie;ma³opolskie;281;88.721;<5;<5
19-65;M;mazowieckie;ma³opolskie;281;89.522;<5;<5
19-65;M;mazowieckie;ma³opolskie;283;89.522;<5;<5
19-65;M;mazowieckie;ma³opolskie;284;88.721;<5;<5
19-65;M;mazowieckie;ma³opolskie;287;88.721;<5;<5
19-65;M;mazowieckie;ma³opolskie;287;89.522;<5;<5
19-65;M;mazowieckie;ma³opolskie;288;88.721;<5;<5
19-65;M;mazowieckie;ma³opolskie;288;89.502;<5;<5
19-65;M;mazowieckie;ma³opolskie;288;89.522;<5;<5
19-65;M;mazowieckie;ma³opolskie;289;89.522;<5;<5
19-65;M;mazowieckie;mazowieckie;276;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;276;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;276;89.501;<5;<5
19-65;M;mazowieckie;mazowieckie;277;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;277;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;277;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;279;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;280;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;280;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;280;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;281;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;281;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;281;36.072;<5;<5
19-65;M;mazowieckie;mazowieckie;281;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;281;89.43;<5;<5
19-65;M;mazowieckie;mazowieckie;282;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;282;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;283;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;283;36.073;<5;<5
19-65;M;mazowieckie;mazowieckie;283;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;284;36.04;<5;<5
19-65;M;mazowieckie;mazowieckie;284;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;284;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;284;36.072;<5;<5
19-65;M;mazowieckie;mazowieckie;284;37.82;<5;<5
19-65;M;mazowieckie;mazowieckie;284;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;285;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;285;37.82;<5;<5
19-65;M;mazowieckie;mazowieckie;285;89.41;<5;<5
19-65;M;mazowieckie;mazowieckie;286;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;286;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;286;36.12;<5;<5
19-65;M;mazowieckie;mazowieckie;286;37.83;<5;<5
19-65;M;mazowieckie;mazowieckie;287;36.070;<5;<5
19-65;M;mazowieckie;mazowieckie;287;36.072;<5;<5
19-65;M;mazowieckie;mazowieckie;287;89.43;<5;<5
19-65;M;mazowieckie;mazowieckie;288;36.071;<5;<5
19-65;M;mazowieckie;mazowieckie;288;36.072;<5;<5
19-65;M;mazowieckie;mazowieckie;289;36.071;<5;<5
19-65;M;mazowieckie;podlaskie;276;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;278;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;280;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;280;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;281;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;281;89.502;<5;<5
19-65;M;mazowieckie;podlaskie;282;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;282;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;283;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;283;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;284;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;284;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;285;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;285;89.501;<5;<5
19-65;M;mazowieckie;podlaskie;285;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;286;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;287;88.721;<5;<5
19-65;M;mazowieckie;podlaskie;287;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;288;89.522;<5;<5
19-65;M;mazowieckie;podlaskie;289;89.522;<5;<5
19-65;M;mazowieckie;pomorskie;276;88.721;<5;<5
19-65;M;mazowieckie;pomorskie;276;89.522;<5;<5
19-65;M;mazowieckie;pomorskie;280;89.522;<5;<5
19-65;M;mazowieckie;pomorskie;281;88.721;<5;<5
19-65;M;mazowieckie;pomorskie;281;89.522;<5;<5
19-65;M;mazowieckie;pomorskie;282;89.41;<5;<5
19-65;M;mazowieckie;pomorskie;286;89.522;<5;<5
19-65;M;mazowieckie;pomorskie;287;88.721;<5;<5
19-65;M;mazowieckie;pomorskie;287;89.522;<5;<5
19-65;M;mazowieckie;pomorskie;289;88.721;<5;<5
19-65;M;mazowieckie;pomorskie;289;89.522;<5;<5
19-65;M;mazowieckie;œl¹skie;276;89.522;<5;<5
19-65;M;mazowieckie;œl¹skie;277;89.522;<5;<5
19-65;M;mazowieckie;œl¹skie;280;88.721;<5;<5
19-65;M;mazowieckie;œl¹skie;280;89.522;<5;<5
19-65;M;mazowieckie;œl¹skie;283;88.721;<5;<5
19-65;M;mazowieckie;œl¹skie;283;89.522;<5;<5
19-65;M;mazowieckie;œl¹skie;284;88.721;<5;<5
19-65;M;mazowieckie;œl¹skie;286;89.522;<5;<5
19-65;M;mazowieckie;œl¹skie;287;88.721;<5;<5
19-65;M;mazowieckie;œl¹skie;288;36.15;<5;<5
19-65;M;mazowieckie;œl¹skie;288;89.41;<5;<5
19-65;M;mazowieckie;œl¹skie;289;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;277;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;278;88.721;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;278;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;279;89.502;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;280;88.721;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;280;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;281;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;282;88.721;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;282;89.41;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;282;89.502;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;282;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;284;89.41;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;284;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;287;88.721;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;287;89.522;<5;<5
19-65;M;mazowieckie;œwiêtokrzyskie;289;89.522;<5;<5
19-65;M;mazowieckie;warmiñsko-mazurskie;278;88.721;<5;<5
19-65;M;mazowieckie;warmiñsko-mazurskie;281;88.721;<5;<5
19-65;M;mazowieckie;warmiñsko-mazurskie;284;89.522;<5;<5
19-65;M;mazowieckie;warmiñsko-mazurskie;287;89.522;<5;<5
19-65;M;mazowieckie;zachodniopomorskie;277;36.070;<5;<5
19-65;M;mazowieckie;zachodniopomorskie;277;89.522;<5;<5
19-65;M;mazowieckie;;276;88.721;<5;<5
19-65;M;mazowieckie;;276;89.502;<5;<5
19-65;M;mazowieckie;;277;88.721;<5;<5
19-65;M;mazowieckie;;277;89.502;<5;<5
19-65;M;mazowieckie;;278;88.721;<5;<5
19-65;M;mazowieckie;;278;89.41;<5;<5
19-65;M;mazowieckie;;280;88.721;<5;<5
19-65;M;mazowieckie;;280;89.41;<5;<5
19-65;M;mazowieckie;;281;88.721;<5;<5
19-65;M;mazowieckie;;281;89.501;<5;<5
19-65;M;mazowieckie;;281;89.502;<5;<5
19-65;M;mazowieckie;;282;88.721;<5;<5
19-65;M;mazowieckie;;282;89.41;<5;<5
19-65;M;mazowieckie;;283;88.721;<5;<5
19-65;M;mazowieckie;;284;88.721;<5;<5
19-65;M;mazowieckie;;285;88.721;<5;<5
19-65;M;mazowieckie;;285;89.41;<5;<5
19-65;M;mazowieckie;;286;88.721;<5;<5
19-65;M;mazowieckie;;286;89.41;<5;<5
19-65;M;mazowieckie;;286;89.502;<5;<5
19-65;M;mazowieckie;;287;89.41;<5;<5
19-65;M;mazowieckie;;288;88.721;<5;<5
19-65;M;mazowieckie;;288;89.501;<5;<5
19-65;M;mazowieckie;;289;89.41;<5;<5
19-65;M;opolskie;dolnoœl¹skie;277;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;279;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;279;89.522;<5;<5
19-65;M;opolskie;dolnoœl¹skie;282;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;282;89.522;<5;<5
19-65;M;opolskie;dolnoœl¹skie;283;89.522;<5;<5
